ID,X,date,month,day,year,site,County,total,net_hours,capture_rate,wns,site1,long,lat,julian,elev,city,water,town,road,highway,protect,urban,forest,farm,anthro,all,CORA,EPFU,LANO,LABO,LACI,MYGR,MYLE,MYLU,MYSE,MYSO,PESU,MYSP,known,Unknown
207,1,8/7/2000,8,7,2000,Pigeon River/Twelve Mile,Haywood,19,15,1.266666667,pre,pigeon,-83.02490587,35.73228615,84,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,1.266666667,0,0,0,0,0,0,0,0.666666667,0.066666667,0,0.533333333,0,1.266666667,0
208,2,8/8/2000,8,8,2000,Pigeon River/Twelve Mile,Haywood,10,15,0.666666667,pre,pigeon,-83.02490587,35.73228615,85,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,0.666666667,0,0,0,0.2,0,0,0,0.4,0,0,0.066666667,0,0.666666667,0
875,3,5/16/2001,5,16,2001,A-0009 Site N (FS 404),Graham,10,35,0.285714286,pre,fs404,-83.69866445,35.35516704,16,686.3761048,106.5770294,6.388193532,20.55949066,0.011669735,6.85741212,5.79216118,no,yes,yes,yes,0.285714286,0,0,0,0.028571429,0,0,0,0,0.257142857,0,0,0,0.285714286,0
918,4,6/30/2001,6,30,2001,Pigeon River/Twelve Mile,Haywood,70,12,5.833333333,pre,pigeon,-83.02490587,35.73228615,46,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,5.833333333,0,0,0,1.75,0,0,0,2.083333333,0.25,0,1.75,0,5.833333333,0
797,5,8/14/2001,8,14,2001,Nantahala Dam Road,Macon,68,12,5.666666667,pre,nandam,-83.65521478,35.19898384,91,922.5845779,108.8871842,0.021809305,15.24869482,1.264022583,6.70826759,5.957018599,no,yes,yes,yes,5.666666667,0,0.083333333,0,1.333333333,0,0,0.083333333,1.25,1.5,0,1.416666667,0,5.666666667,0
798,6,8/15/2001,8,15,2001,Nantahala Dam Road,Macon,24,10,2.4,pre,nandam,-83.65521478,35.19898384,92,922.5845779,108.8871842,0.021809305,15.24869482,1.264022583,6.70826759,5.957018599,no,yes,yes,yes,2.4,0,0,0,0.4,0,0,0.1,0.5,0.9,0,0.5,0,2.4,0
240,7,6/30/2002,6,30,2002,Alarka Laurel 1,Swain,16,8,2,pre,alarka,-83.35223996,35.33817087,46,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,2,0,0,0,1.375,0.125,0,0.125,0.25,0.125,0,0,0,2,0
158,8,6/30/2002,6,30,2002,Nantahala River Bike Path,Macon,2,6,0.333333333,pre,nanriv,-83.67235065,35.28247084,46,599.8171289,106.7723152,0.010210332,16.40188765,0.084471906,0.084471906,7.738498158,no,yes,no,no,0.333333333,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0
151,9,7/24/2003,7,24,2003,Big Indian Creek,Macon,1,8,0.125,pre,bigind,-83.51028595,35.04443481,70,1070.100579,106.3431807,0.034296445,19.32496387,6.16994825,7.006409144,2.65649465,no,no,no,no,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,10,7/29/2003,7,29,2003,Nantahala River Bike Path,Macon,24,8,3,pre,nanriv,-83.67235065,35.28247084,75,599.8171289,106.7723152,0.010210332,16.40188765,0.084471906,0.084471906,7.738498158,no,yes,no,no,3,0,2,0,0.25,0,0,0,0.5,0.25,0,0,0,3,0
154,11,8/5/2003,8,5,2003,Alarka Laurel 1,Swain,4,9,0.444444444,pre,alarka,-83.35223996,35.33817087,82,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,0.444444444,0,0,0,0.111111111,0.111111111,0,0,0.111111111,0.111111111,0,0,0,0.444444444,0
155,12,8/11/2003,8,11,2003,Big Indian Creek,Macon,7,12,0.583333333,pre,bigind,-83.51028595,35.04443481,88,1070.100579,106.3431807,0.034296445,19.32496387,6.16994825,7.006409144,2.65649465,no,no,no,no,0.583333333,0,0,0,0.333333333,0,0,0,0.083333333,0.083333333,0,0.083333333,0,0.583333333,0
686,13,5/21/2004,5,21,2004,Ray's Branch,Macon,4,4,1,pre,raysbr,-83.54349097,35.19694875,21,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,1,0,0,0,0.5,0,0,0.25,0,0.25,0,0,0,1,0
166,14,5/29/2004,5,29,2004,Alarka Laurel 1,Swain,3,4,0.75,pre,alarka,-83.35223996,35.33817087,29,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,0.75,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0.75,0
687,15,6/2/2004,6,2,2004,Ray's Branch,Macon,17,12,1.416666667,pre,raysbr,-83.54349097,35.19694875,18,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,1.416666667,0,0.583333333,0,0.083333333,0,0,0,0,0.666666667,0,0,0,1.333333333,1
688,16,7/10/2004,7,10,2004,Ray's Branch,Macon,14,6,2.333333333,pre,raysbr,-83.54349097,35.19694875,56,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,2.333333333,0,0.666666667,0,0.333333333,0,0,0,0,0.833333333,0,0.333333333,0,2.166666667,1
165,17,7/20/2004,7,20,2004,Alarka Laurel 1,Swain,27,24,1.125,pre,alarka,-83.35223996,35.33817087,66,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,1.125,0,0.166666667,0,0.541666667,0,0,0,0.208333333,0.208333333,0,0,0,1.125,0
157,18,7/21/2004,7,21,2004,Big Indian Creek,Macon,8,12,0.666666667,pre,bigind,-83.51028595,35.04443481,67,1070.100579,106.3431807,0.034296445,19.32496387,6.16994825,7.006409144,2.65649465,no,no,no,no,0.666666667,0,0.083333333,0,0.333333333,0,0,0,0.083333333,0.083333333,0,0.083333333,0,0.666666667,0
689,19,5/16/2005,5,16,2005,Ray's Branch,Macon,4,8,0.5,pre,raysbr,-83.54349097,35.19694875,16,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.5,0,0,0,0,0,0,0.125,0,0.25,0,0.125,0,0.5,0
690,20,6/5/2005,6,5,2005,Ray's Branch,Macon,1,6,0.166666667,pre,raysbr,-83.54349097,35.19694875,21,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.166666667,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0
461,21,7/12/2005,7,12,2005,Pigeon River/Twelve Mile,Haywood,7,10,0.7,pre,pigeon,-83.02490587,35.73228615,58,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,0.7,0,0,0,0,0,0.2,0,0.4,0,0,0,0.1,0.7,0
462,22,7/13/2005,7,13,2005,Pigeon River/Twelve Mile,Haywood,13,8,1.625,pre,pigeon,-83.02490587,35.73228615,59,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,1.625,0,0,0,0,0,0,0,1.625,0,0,0,0,1.625,0
691,23,7/17/2005,7,17,2005,Ray's Branch,Macon,5,8,0.625,pre,raysbr,-83.54349097,35.19694875,63,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.625,0,0.375,0,0,0,0,0,0,0.25,0,0,0,0.625,0
161,24,7/25/2005,7,25,2005,Alarka Laurel 1,Swain,20,20,1,pre,alarka,-83.35223996,35.33817087,71,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,1,0,0.1,0.05,0.2,0.15,0,0,0.2,0.2,0,0.1,0,1,0
168,25,8/10/2005,8,10,2005,Alarka Laurel 1,Swain,17,24,0.708333333,pre,alarka,-83.35223996,35.33817087,87,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,0.708333333,0,0.166666667,0,0.25,0.125,0,0,0.083333333,0.041666667,0,0.041666667,0,0.708333333,0
692,26,8/27/2005,8,27,2005,Ray's Branch,Macon,6,8,0.75,pre,raysbr,-83.54349097,35.19694875,104,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.75,0,0,0,0.625,0,0,0,0,0,0,0.125,0,0.75,0
693,27,5/9/2006,5,9,2006,Ray's Branch,Macon,1,12,0.083333333,pre,raysbr,-83.54349097,35.19694875,9,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,28,6/16/2006,6,16,2006,Ray's Branch,Macon,9,12,0.75,pre,raysbr,-83.54349097,35.19694875,32,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,0.75,0,0.416666667,0,0,0,0,0.083333333,0,0.166666667,0,0.083333333,0,0.75,0
24,29,6/22/2006,6,22,2006,Davidson River/Pisgah Education Center,Transylvania,21,9,2.333333333,pre,davids,-82.79113201,35.28446654,38,712.2828406,41.3553724,7.661548481,7.673378346,0.115026873,2.039609635,1.521593485,no,yes,no,no,2.333333333,0,0,0,0.111111111,0,0,0,1.888888889,0.111111111,0,0.222222222,0,2.333333333,0
695,30,6/29/2006,6,29,2006,Ray's Branch,Macon,9,8,1.125,pre,raysbr,-83.54349097,35.19694875,45,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,1.125,0,0.375,0,0,0,0,0,0.125,0.625,0,0,0,1.125,0
27,31,7/6/2006,7,6,2006,Nantahala Dam Road,Macon,8,10,0.8,pre,nandam,-83.65521478,35.19898384,52,922.5845779,108.8871842,0.021809305,15.24869482,1.264022583,6.70826759,5.957018599,no,yes,yes,yes,0.8,0,0.1,0,0.1,0,0,0.4,0.1,0.1,0,0,0,0.8,0
16,32,7/12/2006,7,12,2006,Alarka Laurel 1,Swain,11,40,0.275,pre,alarka,-83.35223996,35.33817087,58,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,0.275,0,0.05,0,0.075,0.025,0,0.025,0.05,0.05,0,0,0,0.275,0
544,33,7/13/2006,7,13,2006,Hurricane Creek,Haywood,13,20,0.65,pre,hurric,-82.98750634,35.72972781,59,818.6528497,41.48408529,3.289134947,23.03106293,2.731999908,3.170537422,19.04988475,no,yes,no,no,0.65,0.25,0,0,0,0,0,0,0,0.3,0,0.1,0,0.65,0
35,34,7/17/2006,7,17,2006,Pigeon River/Twelve Mile,Haywood,5,12,0.416666667,pre,pigeon,-83.02490587,35.73228615,63,569.6434014,44.73876252,0.016843061,24.50869573,0.072432153,0.072432153,21.43054305,no,no,no,no,0.416666667,0,0,0,0,0,0.083333333,0,0.25,0,0,0.083333333,0,0.416666667,0
18,35,7/26/2006,7,26,2006,Cherokee Tribal Hatchery,Swain,4,10,0.4,pre,cherok,-83.24257354,35.57920293,72,804.6327339,61.89522073,1.439252158,23.04942194,5.649311643,5.649311643,16.64183653,no,yes,no,no,0.4,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0.4,0
169,36,8/28/2006,8,28,2006,Alarka Laurel 1,Swain,17,4,4.25,pre,alarka,-83.35223996,35.33817087,105,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,4.25,0,0.25,0,2.75,0,0,0,0.5,0,0,0.75,0,4.25,0
46,37,6/28/2007,6,28,2007,Davidson River/Pisgah Education Center,Transylvania,20,4,5,pre,davids,-82.79113201,35.28446654,44,712.2828406,41.3553724,7.661548481,7.673378346,0.115026873,2.039609635,1.521593485,no,yes,no,no,5,0,0,0,0.5,0,0,0,4.5,0,0,0,0,5,0
195,38,6/30/2007,6,30,2007,Alarka Laurel 1,Swain,9,9,1,pre,alarka,-83.35223996,35.33817087,46,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,1,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,1,0
545,39,7/9/2007,7,9,2007,Hurricane Creek,Haywood,8,4,2,pre,hurric,-82.98750634,35.72972781,55,818.6528497,41.48408529,3.289134947,23.03106293,2.731999908,3.170537422,19.04988475,no,yes,no,no,2,0.5,0,0,0,0,0,0,0.25,1,0,0.25,0,2,0
38,40,7/11/2007,7,11,2007,Davidson River/Pisgah Education Center,Transylvania,13,2,6.5,pre,davids,-82.79113201,35.28446654,57,712.2828406,41.3553724,7.661548481,7.673378346,0.115026873,2.039609635,1.521593485,no,yes,no,no,6.5,0,0,0,0,0,0,0,5.5,0,0,1,0,6.5,0
696,41,7/22/2007,7,22,2007,Ray's Branch,Macon,8,6,1.333333333,pre,raysbr,-83.54349097,35.19694875,68,872.5998171,99.91651194,8.550260562,14.71342357,1.537849676,7.399609206,1.308110053,no,yes,no,no,1.333333333,0,0.5,0,0,0,0,0,0,0.666666667,0,0,0.166666667,1.333333333,0
52,42,7/25/2007,7,25,2007,Davidson River/Pisgah Education Center,Transylvania,21,2,10.5,pre,davids,-82.79113201,35.28446654,71,712.2828406,41.3553724,7.661548481,7.673378346,0.115026873,2.039609635,1.521593485,no,yes,no,no,10.5,0,0,0,0.5,0,0,0,9.5,0.5,0,0,0,10.5,0
612,43,7/26/2007,7,26,2007,Cherokee Tribal Hatchery,Swain,1,6,0.166666667,pre,cherok,-83.24257354,35.57920293,72,804.6327339,61.89522073,1.439252158,23.04942194,5.649311643,5.649311643,16.64183653,no,yes,no,no,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
872,44,5/19/2008,5,19,2008,A-0009 Site A - Carver Pond,Graham,1,24,0.041666667,pre,carver,-83.77328364,35.32819402,19,635.7817738,113.8657825,3.003316293,14.87281081,0.065346956,2.667097343,8.4942852,yes,yes,yes,yes,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,45,5/28/2008,5,28,2008,North Shoals Creek/FS 408,Cherokee,1,15,0.066666667,pre,shoals,-84.19098547,35.2177205,28,689.4239561,153.4973115,4.380351476,20.28644135,1.50190801,20.20614973,11.77991947,no,yes,no,no,0.066666667,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0.066666667,0
75,46,6/2/2008,6,2,2008,John's Branch/FS 81C,Graham,8,18,0.444444444,pre,johnsb,-84.0055461,35.34360772,18,1129.838464,133.7188154,6.179932667,22.80106404,1.873425578,12.52719575,4.403928074,no,yes,no,no,0.444444444,0,0,0.111111111,0.166666667,0.055555556,0,0,0,0.055555556,0.055555556,0,0,0.444444444,0
76,47,6/3/2008,6,3,2008,John's Branch/FS 81C,Graham,1,36,0.027777778,pre,johnsb,-84.0055461,35.34360772,19,1129.838464,133.7188154,6.179932667,22.80106404,1.873425578,12.52719575,4.403928074,no,yes,no,no,0.027777778,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0.027777778,0
613,48,6/6/2008,6,6,2008,Cherokee Tribal Hatchery,Swain,10,8,1.25,pre,cherok,-83.24257354,35.57920293,22,804.6327339,61.89522073,1.439252158,23.04942194,5.649311643,5.649311643,16.64183653,no,yes,no,no,1.25,0,0,0,0.125,0,0,0,0.375,0.25,0,0.5,0,1.25,0
650,49,6/7/2008,6,7,2008,Jenkins Creek,Jackson,20,8,2.5,pre,jenkin,-83.21463223,35.49248706,23,1067.052728,60.600098,6.371971994,13.33320023,1.591659692,1.591659692,20.7660615,no,yes,no,no,2.5,0,0.375,0.25,0.75,0,0,0.125,0,0.875,0,0.125,0,2.5,0
610,50,6/8/2008,6,8,2008,Alarka Laurel 1,Swain,15,4,3.75,pre,alarka,-83.35223996,35.33817087,24,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,3.75,0,0,2.5,0.25,0.25,0,0,0.75,0,0,0,0,3.75,0
77,51,6/17/2008,6,17,2008,John's Branch/FS 81C,Graham,2,12,0.166666667,pre,johnsb,-84.0055461,35.34360772,33,1129.838464,133.7188154,6.179932667,22.80106404,1.873425578,12.52719575,4.403928074,no,yes,no,no,0.166666667,0,0,0,0,0,0,0,0.083333333,0.083333333,0,0,0,0.166666667,0
614,52,6/21/2008,6,21,2008,Cherokee Tribal Hatchery,Swain,10,30,0.333333333,pre,cherok,-83.24257354,35.57920293,37,804.6327339,61.89522073,1.439252158,23.04942194,5.649311643,5.649311643,16.64183653,no,yes,no,no,0.333333333,0,0,0,0.1,0.033333333,0,0,0.133333333,0.033333333,0,0.033333333,0,0.333333333,0
185,53,6/23/2008,6,23,2008,Bunches Creek Gate,Swain,18,28,0.642857143,pre,bunche,-83.20646891,35.53413035,39,1007.010058,59.09696292,4.532288268,18.04118338,1.538859976,1.538859976,20.12817617,no,no,no,no,0.642857143,0.035714286,0.035714286,0.035714286,0.25,0.035714286,0,0.035714286,0.071428571,0.107142857,0,0.035714286,0,0.642857143,0
186,54,6/30/2008,6,30,2008,Bunches Creek Gate,Swain,7,16,0.4375,pre,bunche,-83.20646891,35.53413035,46,1007.010058,59.09696292,4.532288268,18.04118338,1.538859976,1.538859976,20.12817617,no,no,no,no,0.4375,0,0,0,0,0,0,0,0.25,0.125,0,0.0625,0,0.4375,0
670,55,7/2/2008,7,2,2008,North Shoals Creek/FS 408,Cherokee,18,9,2,pre,shoals,-84.19098547,35.2177205,48,689.4239561,153.4973115,4.380351476,20.28644135,1.50190801,20.20614973,11.77991947,no,yes,no,no,2,0,0.222222222,0,0.111111111,0,0,0,0,1.333333333,0.111111111,0.111111111,0.111111111,2,0
759,56,7/3/2008,7,3,2008,Shuler Creek,Cherokee,24,16,1.5,pre,shuler,-84.22640063,35.23275203,49,487.9609875,156.0945589,6.262984041,23.74684305,0.398400815,22.64926487,15.24241362,no,no,no,no,1.5,0,0.75,0,0.3125,0,0,0,0,0.25,0.0625,0.125,0,1.5,0
651,57,7/14/2008,7,14,2008,Jenkins Creek,Jackson,25,16,1.5625,pre,jenkin,-83.21463223,35.49248706,60,1067.052728,60.600098,6.371971994,13.33320023,1.591659692,1.591659692,20.7660615,no,yes,no,no,1.5625,0.0625,0,0,0.8125,0,0,0,0.0625,0.5,0,0.125,0,1.5625,0
876,58,7/21/2008,7,21,2008,A-0009 Site N (FS 404),Graham,37,20,1.85,pre,fs404,-83.69866445,35.35516704,67,686.3761048,106.5770294,6.388193532,20.55949066,0.011669735,6.85741212,5.79216118,no,yes,yes,yes,1.85,0,1.4,0,0.2,0,0,0,0.05,0.1,0,0.05,0,1.8,1
79,59,7/23/2008,7,23,2008,Davidson River/Pisgah Education Center,Transylvania,25,2,12.5,pre,davids,-82.79113201,35.28446654,69,712.2828406,41.3553724,7.661548481,7.673378346,0.115026873,2.039609635,1.521593485,no,yes,no,no,12.5,0,0,0,0,0,0,0,7,3.5,0,2,0,12.5,0
671,60,8/3/2008,8,3,2008,North Shoals Creek/FS 408,Cherokee,33,12,2.75,pre,shoals,-84.19098547,35.2177205,80,689.4239561,153.4973115,4.380351476,20.28644135,1.50190801,20.20614973,11.77991947,no,yes,no,no,2.75,0,1.583333333,0,0.75,0,0,0,0,0.333333333,0,0.083333333,0,2.75,0
196,61,8/5/2008,8,5,2008,Alarka Laurel 1,Swain,58,15,3.866666667,pre,alarka,-83.35223996,35.33817087,82,1245.047242,77.60157137,7.527673863,12.05086615,2.20725322,7.542582761,1.657052149,no,yes,yes,yes,3.866666667,0,0.266666667,0.133333333,1.466666667,0.066666667,0,0.266666667,0.8,0.533333333,0,0.333333333,0,3.866666667,0
139,62,8/7/2008,8,7,2008,Cold Knob/FS 479H,Buncombe,35,16,2.1875,pre,coldkn,-82.64444762,35.47174946,84,692.1670222,16.59045102,5.50929848,12.52694086,1.331714747,1.331714747,1.497760067,no,no,no,no,2.1875,0,1.125,0,0.75,0,0,0,0,0.25,0,0.0625,0,2.1875,0
